Date,Time,Source IP Address,Destination IP Address,Source Port,Destination Port
Jan 29,15:31:52,82.13.92.15,216.58.112.55,3958,25
Jan 29,15:33:24,206.108.5.1,216.58.112.55,60395,25
Jan 29,15:34:39,201.254.187.87,216.58.112.55,59433,25
Jan 29,15:35:20,189.12.221.96,216.58.112.55,3277,25
Jan 29,15:38:26,190.128.53.246,216.58.112.55,2081,25
Jan 29,15:38:34,201.233.50.149,216.58.112.55,3835,25
Jan 29,15:38:41,83.15.28.106,216.58.112.55,55778,25
Jan 29,15:39:20,85.102.90.29,216.58.112.55,4100,25
Jan 29,15:42:26,190.136.0.224,216.58.112.55,23839,25
Jan 29,15:44:57,200.97.116.6,216.58.112.55,2418,25
